enchantmentID,enchSortOrder,enchGroup,enchName,enchShortName,enchBonusType,enchEffect,enchCannithMinLevel,enchAugmentMinLevel,enchDesc,enchSupercededBy,allEnch,basic,nonscaling,forMeleeDmg,forRangedDmg,forACDefence,forResistDefence,forHitPoints,forAlchemist,forArtificer,forBarbarian,forBard,forCleric,forDruid,forFavoredSoul,forFighter,forMonk,forPaladin,forRanger,forRogue,forSorcerer,forWarlock,forWizard,enchNotes,createBy,createTime,updateBy,updateTime
3690,17344,"Spell Power (Damage)","Spell Power (Glaciation)","SP Glaciation",Equipment,"Spell Power (Glaciation)",0,0,"Equipment bonus to Spell Power (Glaciation)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3700,17408,"Spell Power (Damage)","Spell Power (Impulse)","SP Impulse",Equipment,"Spell Power (Impulse)",0,0,"Equipment bonus to Spell Power (Impulse)",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3710,17472,"Spell Power (Damage)","Spell Power (Magnetism)","SP Magnetism",Equipment,"Spell Power (Magnetism)",0,0,"Equipment bonus to Spell Power (Magnetism)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3720,17536,"Spell Power (Damage)","Spell Power (Nullification)","SP Nullification",Equipment,"Spell Power (Nullification)",0,0,"Equipment bonus to Spell Power (Nullification)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3730,17600,"Spell Power (Damage)","Spell Power (Radiance)","SP Radiance",Equipment,"Spell Power (Radiance)",0,0,"Equipment bonus to Spell Power (Radiance)",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3740,17664,"Spell Power (Damage)","Spell Power (Reconstruction)","SP Reconstruction",Equipment,"Spell Power (Reconstruction)",0,0,"Equipment bonus to Spell Power (Reconstruction)",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3750,17728,"Spell Power (Damage)","Spell Power (Resonance)","SP Resonance",Equipment,"Spell Power (Resonance)",0,0,"Equipment bonus to Spell Power (Resonance)",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3760,17792,"Spell Power (Damage)","Insightful Spell Power (Combustion)","Ins. SP Combustion",Insight,"Spell Power (Combustion)",10,100,"Insight bonus to Spell Power (Combustion)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3770,17856,"Spell Power (Damage)","Insightful Spell Power (Corrosion)","Ins. SP Corrosion",Insight,"Spell Power (Corrosion)",10,100,"Insight bonus to Spell Power (Corrosion)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3780,17920,"Spell Power (Damage)","Insightful Spell Power (Devotion)","Ins. SP Devotion",Insight,"Spell Power (Devotion)",10,100,"Insight bonus to Spell Power (Devotion)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3790,17984,"Spell Power (Damage)","Insightful Spell Power (Glaciation)","Ins. SP Glaciation",Insight,"Spell Power (Glaciation)",10,100,"Insight bonus to Spell Power (Glaciation)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3800,18048,"Spell Power (Damage)","Insightful Spell Power (Impulse)","Ins. SP Impulse",Insight,"Spell Power (Impulse)",10,100,"Insight bonus to Spell Power (Impulse)",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3810,18112,"Spell Power (Damage)","Insightful Spell Power (Magnetism)","Ins. SP Magnetism",Insight,"Spell Power (Magnetism)",10,100,"Insight bonus to Spell Power (Magnetism)",NULL,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3820,18176,"Spell Power (Damage)","Insightful Spell Power (Nullification)","Ins. SP Nullification",Insight,"Spell Power (Nullification)",10,100,"Insight bonus to Spell Power (Nullification)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3830,18240,"Spell Power (Damage)","Insightful Spell Power (Radiance)","Ins. SP Radiance",Insight,"Spell Power (Radiance)",10,100,"Insight bonus to Spell Power (Radiance)",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3840,18304,"Spell Power (Damage)","Insightful Spell Power (Reconstruction)","Ins. SP Reconstruction",Insight,"Spell Power (Reconstruction)",10,100,"Insight bonus to Spell Power (Reconstruction)",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3850,18368,"Spell Power (Damage)","Insightful Spell Power (Resonance)","Ins. SP Resonance",Insight,"Spell Power (Resonance)",10,100,"Insight bonus to Spell Power (Resonance)",NULL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3860,18432,"Spell Power (Healing)","Healing Amplification","Healing Amp",Enhancement,"Spell Power (Heal)",0,100,"Enhancement bonus to Spell Power (Heal)",NULL,1,0,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,1,0,0,4,0,4,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3870,18496,"Spell Power (Healing)","Negative Amplification","Negative Amp",Enhancement,"Spell Power (Negative)",0,100,"Enhancement bonus to Spell Power (Negative)",NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3880,18560,"Spell Power (Healing)","Repair Amplification","Repair Amp",Enhancement,"Spell Power (Repair)",0,100,"Enhancement bonus to Spell Power (Repair)",NULL,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3890,18624,"Spell Power (Negate SR)","Spell Penetration","Spell Pen",Equipment,"Negate SR",0,100,"Equipment bonus to Negate Spell Resistance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,32,0,32,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3900,18688,"Spell Power (Negate SR)","Insightful Spell Penetration","Ins. Spell Pen",Insight,"Negate SR",10,100,"Insight bonus to Negate Spell Resistance",NULL,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,32,0,32,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3910,18752,"Turning Hit Dice","Silver Flame","Silver Flame",Enhancement,"Turning HD",1,100,"Enhancement bonus to Turning Hit Dice",NULL,1,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3920,18816,"Turning Level","Eternal Faith","Eternal Faith",Enhancement,"Turning Level",1,100,"Enhancement bonus to Turning Level",NULL,1,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,"Unsure of type. Does it stack?",0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
3930,18880,"Turning Level",Sacred,Sacred,Sacred,"Turning Level",1,100,"Sacred bonus to Turning Level",NULL,1,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,0,NULL,0,"2021-05-16 23:53:26",0,"2021-05-16 23:53:26"
